appId,appName,catName,catCode,dplyDate,downCount,appPath,age,sellrUsrName,avgSscr,sellrUsrNo,preFlag
146,Gems Quest,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/8_148x148.png,0,UANGEL,4.5,208,N
147,Mahjong,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/3_148x148.png,0,UANGEL,3.5,208,N
148,Music Lesson,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/2_148x148.png,0,UANGEL,4.7,208,N
292,Horoscope,Life,4,04:34.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802575.png,0,UANGEL,3.3,208,N
368,Spot the Difference,Game,2,44:41.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110127/3_148x148.png,4,LG CNS,3.7,7791,N
376,Pair & Match,Game,2,24:59.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802582.png,4,LG CNS,4.3,7791,N
426,Unit Convertor,Life,4,03:56.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802597.png,0,UANGEL,6.4,208,N
446,Yoga Trainer,Life,4,17:34.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110307/1_148x148.png,0,UANGEL,3.2,208,N
448,How To Tie,Life,4,46:10.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110307/3_148x148.png,0,UANGEL,4.6,208,N
449,Wine Sound,Entertainment,3,19:01.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/1_148x148.png,0,UANGEL,2.9,208,N
452,Color Blindness Test,Life,4,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/32_148x148.png,0,UANGEL,3.1,208,N
453,Eye Sight Test,Life,4,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/33_148x148.png,0,UANGEL,3.5,208,N
454,Paint,Education,5,04:16.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802608.png,0,UANGEL,3.7,208,N
455,Tarot,Entertainment,3,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/35_148x148.png,0,UANGEL,3,208,N
531,CNN Student News,Education,5,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802634.png,0,Accedo Broadband AB,5.7,12465,N
1030,SmartTruco,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802727.png,16,LGESP,5.6,22939100,N
1058,Ambiance,Life,4,05:29.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802734.png,0,LG CNS,4,7791,N
1060,ART PICTURE GALLERY,Game,2,00:09.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110512/5_148x148.png,4,LG CNS,3.6,7791,N
2626,Smart Help(English),News/Info,6,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803482.png,0,lgsmarttv,4.2,28048,N
2692,Animal Pang Pang,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803508.png,0,MINIGATE,5.5,239273,N
2696,Angry Duckling,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803509.png,0,MINIGATE,4.1,239273,N
2702,Kaboom,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803512.png,0,Accedo Broadband AB,4.4,12465,N
2705,Four,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803515.png,0,Accedo Broadband AB,5.2,12465,N
70238,Hulu,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20211004/36677783.png,0,"Disney Platform Distribution, Inc.",7.6,22939789,Y
70318,Netflix,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804689.png,0,Netflix,7.7,22944020,Y
70480,Fandango at Home,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250306/38401056.png,0,Fandango,7.9,22944365,Y
95384,YouTube,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20171114/16977898.png,0,YouTube,7.8,22939200,Y
340303,Prime Video,Entertainment,3,34:16.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250220/38386093.png,0,Amazon,7.4,22939699,Y
449099,Sling TV,Entertainment,3,39:52.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20240405/38077778.png,0,Sling TV,6.7,22948381,Y
457877,Pluto TV,Entertainment,3,06:07.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20240925/38224473.png,0,Pluto TV,7.5,22942276,Y
464469,STARZ,Entertainment,3,20:22.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20220917/37578095.png,0,Starz Entertainment LLC,7.6,22939639,Y
957872,BritBox by BBC,Entertainment,3,58:05.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20240409/38080743.png,0,"BritBox, LLC",7.6,22940411,Y
963996,Disney+,Entertainment,3,59:33.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20240226/38047870.png,0,"Disney Platform Distribution, Inc.",8.2,22939789,Y
989161,Paramount+,Entertainment,3,47:16.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20210220/36023616.png,12,paramount,5.1,22939755,Y
990564,Apple TV,Entertainment,3,08:47.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20200117/34877588.png,0,Apple,7.6,22939192,Y
1004947,Twitch,Entertainment,3,26:01.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20220820/37494906.png,16,Twitch,7.5,22947418,Y
1039300,ShopTime,Life,4,27:40.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20200907/35543810.png,0,LG Electronics,6.7,22940286,Y
1098917,LG Fitness,Life,4,44:38.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20210725/36471954.png,16,LG Electronics,6.4,22945260,Y
1113013,Tubi: Free Movies & TV,Entertainment,3,32:27.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250210/38372689.png,0,"Tubi, Inc",7.6,22939860,Y
1203894,HBO Max,Entertainment,3,43:02.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250626/38527117.png,12,"WarnerMedia Global Digital Services, LLC",7.5,22939634,Y
1245684,LG Streaming Week,Entertainment,3,02:58.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250418/38452688.png,0,LG R&D,7.2,22945888,Y
1256145,LG Radio+,Entertainment,3,10:37.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250725/38560389.png,0,LG Electronics,6.6,22945260,Y
1258441,LG Gaming Portal,Game,2,18:57.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20250107/38325216.png,0,LG Electronics,7.4,22945260,Y
139,Buy Palace,Game,2,59:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/11_148x148.png,0,UANGEL,5.4,208,N
140,Natural Object,Game,2,25:23.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/7_148x148.png,0,UANGEL,4.2,208,N
141,Puzzle Game,Game,2,25:23.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/6_148x148.png,0,UANGEL,3.9,208,N
142,Shoot The Arrow,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/5_148x148.png,0,UANGEL,3.6,208,N
143,Spot The Not,Game,2,47:49.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802562.png,0,UANGEL,4,208,N
144,Fruit Puzzle,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/9_148x148.png,0,UANGEL,3.6,208,N
145,Agent Sudoku,Game,2,37:33.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/12_148x148.png,0,UANGEL,3.5,208,N
146,Gems Quest,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/8_148x148.png,0,UANGEL,4.5,208,N
147,Mahjong,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/3_148x148.png,0,UANGEL,3.5,208,N
148,Music Lesson,Game,2,14:04.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/2_148x148.png,0,UANGEL,4.7,208,N
292,Horoscope,Life,4,04:34.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802575.png,0,UANGEL,3.3,208,N
368,Spot the Difference,Game,2,44:41.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110127/3_148x148.png,4,LG CNS,3.7,7791,N
376,Pair & Match,Game,2,24:59.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802582.png,4,LG CNS,4.3,7791,N
426,Unit Convertor,Life,4,03:56.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802597.png,0,UANGEL,6.4,208,N
446,Yoga Trainer,Life,4,17:34.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110307/1_148x148.png,0,UANGEL,3.2,208,N
448,How To Tie,Life,4,46:10.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110307/3_148x148.png,0,UANGEL,4.6,208,N
449,Wine Sound,Entertainment,3,19:01.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/1_148x148.png,0,UANGEL,2.9,208,N
452,Color Blindness Test,Life,4,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/32_148x148.png,0,UANGEL,3.1,208,N
453,Eye Sight Test,Life,4,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/33_148x148.png,0,UANGEL,3.5,208,N
454,Paint,Education,5,04:16.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802608.png,0,UANGEL,3.7,208,N
455,Tarot,Entertainment,3,46:35.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110308/35_148x148.png,0,UANGEL,3,208,N
531,CNN Student News,Education,5,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802634.png,0,Accedo Broadband AB,5.7,12465,N
1030,SmartTruco,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802727.png,16,LGESP,5.6,22939100,N
1058,Ambiance,Life,4,05:29.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16802734.png,0,LG CNS,4,7791,N
1060,ART PICTURE GALLERY,Game,2,00:09.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20110512/5_148x148.png,4,LG CNS,3.6,7791,N
2626,Smart Help(English),News/Info,6,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803482.png,0,lgsmarttv,4.2,28048,N
2692,Animal Pang Pang,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803508.png,0,MINIGATE,5.5,239273,N
2696,Angry Duckling,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803509.png,0,MINIGATE,4.1,239273,N
2702,Kaboom,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803512.png,0,Accedo Broadband AB,4.4,12465,N
2705,Four,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803515.png,0,Accedo Broadband AB,5.2,12465,N
2706,Boombrick,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803516.png,0,Accedo Broadband AB,4.7,12465,N
2715,TV Hockey,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803520.png,0,LG RUSSIA R&D Lab,5.2,22939746,N
2871,ArcherCraft,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803611.png,0,LG RUSSIA R&D Lab,3.2,22939746,N
2916,Mindboggle,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803628.png,0,Accedo Broadband AB,4.5,12465,N
2917,Holiday Getaway,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803629.png,0,Accedo Broadband AB,5.9,12465,N
2918,Dinosaur Disaster,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803630.png,0,Accedo Broadband AB,4.9,12465,N
2919,Chewie Checker,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803631.png,0,Accedo Broadband AB,5.2,12465,N
3210,Zoood Alphabet & Number Chart,Education,5,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803797.png,0,DNAML Pty. Ltd.,5.1,530282,N
3285,France 24,News/Info,6,38:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20210316/36091330.png,0,DOTSCREEN,8.2,22940789,N
3392,Banker,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803915.png,4,LG RUSSIA R&D Lab,5.2,22939746,N
3446,Tanks,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16803963.png,0,LG RUSSIA R&D Lab,5.8,22939746,N
3628,3D Race,Game,2,06:12.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804054.png,0,gemignani,3.8,72227,N
3645,Crazy Duck,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804067.png,4,Busidol,4.5,22940444,N
3690,Think 'n Draw,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804079.png,0,LGESP,5.2,22939100,N
3774,TV Hockey 2,Game,2,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804116.png,0,LG RUSSIA R&D Lab,6,22939746,N
3837,Meteonews TV,News/Info,6,31:26.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20180529/17018471.png,0,DOTSCREEN,4.4,22940789,N
3870,Phereo 3D Photo,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804170.png,0,Первый канал,4.6,22940754,N
3968,Berliner Philharmoniker,Entertainment,3,00:00.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804210.png,0,Berlin Phil Media GmbH,6.8,22940782,N
3977,Animal 21 Dice Trial,Game,2,18:39.0,0,http://ngfts.lge.com/fts/gftsDownload.lge?biz_code=APP_STORE&func_code=APP_ICON&file_path=/appstore/app/icon/20161010/16804215.png,0,appsuxmodule,5.6,751227,N
